2,266438113
2,185356875
1,763245489
2,560615792
2,403797672
2,99497274
2,069477437
2,202884281
2,495334296
1,339646711
1,985947813
45,86573529
1,863113251
46,41029243
1,577749198
1,227875796
1,093490737
1,819278317
1,813875114
2,47937392
1,8632766
1,253182038
43,60288325
2,546115426
1,9057119
1,935984308
1,034375353
2,807967293
1,740510499
23,58643668
1,059898053
1,872373183
1,444810988
2,553823807
8,305278678
1,636939098
2,185002702
1,497283488
1,183460709
1,80018628
1,723597189
2,603565295
2,218576589
36,84878071
2,254259149
1,370700571
2,781498579
2,7291592
2,181131454
2,956537545
2,133534381
2,332580193
1,791293907
1,793539925
1,265194288
1,094445527
2,325778516
1,355890835
2,353685047
2,014904673
2,285655015
1,02828685
2,596069406
40,10645315
1,709443066
34,85105134
2,036079825
1,710187732
2,589358549
1,169728155
1,512527094
1,618523163
1,8473072
1,910423428
2,916369791
2,8242375
1,337292144
1,759559814
1,95521952
2,577976092
2,22708129
2,945573591
25,0997475
1,332690932
1,373096848
2,25833985
1,940333959
2,799983587
1,45403219
15,52591048
2,767617402
2,146023498
1,299424638
2,600366802
1,825930722
14,47301468
2,380509138
2,025061917
2,254022118
1,874235663
19,91893676
1,649317399
1,296333209
1,864650194
1,096964834
2,072516345
2,870437434
17,52025194
1,529427926
2,288477282
2,912535863
1,092384827
1,665160544
1,206262976
1,227986144
1,931855051
1,788606905
1,968628594
1,387354709
1,178652198
2,36486992
2,143818572
1,769301331
1,770534717
2,462458223
2,673012262
2,380379247
45,89307701
1,214586329
1,059992361
1,702091283
35,74866622
1,082790912
1,869076951
18,41437701
2,030163328
1,436864128
2,666997783
1,510589483
1,580688219
2,141555889
1,858604023
1,538761118
1,618886131
2,903834923
2,219667181
2,722482881
2,608454751
21,42655579
1,023721798
41,67467825
2,428364431
2,640365825
1,425347783
1,807592378
9,702860561
1,626169894
1,526914734
1,22354465
35,28427458
2,353094957
2,067221838
43,61447479
1,328200502
1,932292951
1,938345866
2,056142892
2,175543505
2,798175566
2,328043189
17,60540438
1,649445794
2,432544612
1,136426833
2,87599642
1,801541586
2,039436724
2,688394185
2,101955558
2,03249807
32,20346453
2,089402247
1,969710451
1,014368958
1,335228559
2,600184052
1,151622613
1,418741232
1,939511152
2,310359347
1,694673411
1,140526657
2,650047197
2,8804443
1,490145452
2,736112648
2,286182942
2,848649416
1,003278082
1,228472842
2,240184301
2,394956287
2,088184581
2,76087102
3,223132501
2,874600042
29,19785205
2,331135389
1,174575084
2,780627549
1,135810811
2,593980771
2,965757757
1,381267308
2,85023328
2,62821262
2,069137977
1,272120597
2,942408978
2,880830315
2,341092441
1,713520575
1,342062128
2,008965005
1,261339322
2,797925519
2,686493885
1,05748824
2,150967474
1,547386135
1,836724485
2,183674872
2,707468417
43,61129832
1,172336111
2,54443651
2,471911715
2,51017934
8,948430046
2,778320543
1,84861493
2,671924616
2,66824514
1,920043092
2,322958715
1,649964547
2,974022789
2,875209459
1,296900958
1,688411492
2,946269041
1,680647372
12,00934423
48,22447603
1,078052366
1,47621892
1,466970849
1,557468606
2,517310931
2,626974361
2,190177291
2,824217041
1,699138953
29,33465085
2,446946387
1,551344749
1,813141174
1,570285763
1,535712759
2,42158102
2,363898003
20,64931223
2,736989328
2,351299429
1,960516194
1,714727323
2,326521329
1,920532687
1,809546661
2,141399405
25,88052934
1,046959823
2,062122433
11,64423047
2,407383919
1,205732301
1,142351402
1,771208387
1,691791168
2,108396478
1,469903061
2,246596862
1,679922755
1,581441334
1,071544911
2,777742478
1,302277909
2,203087553
1,893947401
1,289677297
1,993712663
1,280920412
2,406753004
1,862862326
21,60625523
1,930834248
41,98691173
2,706815988
1,820526571
2,391678299
2,146380542
1,839319941
2,767184092
1,639790796
2,335698852
2,737723398
1,402267738
2,481641283
1,191187976
1,434455334
9,85460209
1,510925037
1,885097858
2,20609987
33,35853305
35,01076097
1,981181229
1,15322159
1,535119026
2,87952632
2,534770246
2,500882083
1,22246848
1,175149158
1,854653013
1,958126799
1,072495455
1,576522038
13,66096284
2,030284214
1,267438832
2,174619649
2,401981077
2,466609912
1,535945492
1,446919604
2,209607848
1,090406115
1,785050789
1,655221332
1,96207303
2,150063962
1,170506173
2,008427587
1,252709476
2,37135219
2,220434122
1,327073026
2,324891301
2,467668612
2,009962385
1,875776581
2,344628834
2,468550241
1,708318531
2,959986491
1,740016571
1,648861151
2,341057161
2,44671529
2,049942295
1,196278885
1,492165183
1,900456017
2,640335302
1,534360745
2,140126017
1,731968782
2,727051051
1,080919893
1,071076188
2,273392421
1,198802544
1,424642196
1,122178598
1,535924829
2,23742184
1,763315684
1,685476932
2,365450733
3,926379172
20,74028474
2,839705131
2,719266972
2,927120856
1,141827443
1,12909748
2,234986803
1,930292681
2,391417036
1,057852547
2,078150446
1,037121512
2,297608593
1,693754612
1,268514375
1,137427913
1,542063106
25,26492169
2,174357562
1,843014931
1,906161525
27,88648541
1,069085797
2,460728471
1,024532468
1,427388151
2,894736627
2,007563699
1,766297585
1,815076644
17,85465106
2,535625836
1,014701163
2,992292916
2,127719461
42,70661995
2,503100176
34,9253814
2,421555858
1,706575374
2,475473424
2,925095183
1,823180534
1,055604941
1,812699229
1,772678915
1,188788904
1,452178326
1,907632205
1,632067478
2,899978009
1,819203499
1,629122385
2,228281757
1,832159672
2,421842246
1,531451096
1,424279889
2,742210123
1,678858571
2,492345368
1,406439911
2,247505423
7,383492087
1,882532508
2,478405063
1,166725936
1,401008773
13,73652401
2,862502695
1,588918928
2,09375573
1,001488887
1,495883859
1,533851783
2,782044556
2,820925848
1,800057882
2,913396095
2,610372023
2,103937438
2,33333544
2,91286742
1,226783068
2,201331859
1,735462507
2,547166934
1,887021896
17,03578888
2,381291694
2,331500694
1,054442512
2,031625967
2,808090613
2,104964506
2,628392462
2,759761463
1,36407515
1,935034316
2,783509117
45,43361288
1,308760427
1,662047228
1,277660894
1,57969302
2,518547645
1,664985657
2,282507037
1,947356676
1,910162051
2,484153343
2,875124056
4,489409501
1,196411033
1,991371149
1,727013392
1,796326776
2,038104668
2,528264264
2,945199116
2,865457462
1,710226938
37,49173924
16,20033672
1,718562475
1,906993753
2,320032777
2,971236234
